Index,Step,Point,Load_Mult,Reg Changed,Tap Changed,Reward,Regulator States,creg1a,creg2a,creg3a,creg3c,creg4a,creg4b,creg4c,
54,55,1,0.3599999999999999,creg4c,7,-2391.1806453981267,,11,15,10,6,-7,7,7,
55,56,1,0.3599999999999999,creg4a,-9,-2385.585032878321,,11,15,10,6,-9,7,7,
56,57,1,0.3599999999999999,creg3a,-11,-2354.9947361033414,,11,15,-11,6,-9,7,7,
57,58,1,0.3599999999999999,creg2a,-4,-2313.8919225427644,,11,-4,-11,6,-9,7,7,
58,59,1,0.3599999999999999,creg3a,14,-2357.005782483821,,11,-4,14,6,-9,7,7,
59,60,1,0.3599999999999999,creg4c,-6,-1989.88975363501,,11,-4,14,6,-9,7,-6,
60,61,1,0.3599999999999999,creg4a,7,-2382.970664244873,,11,-4,14,6,7,7,-6,
61,62,1,0.3599999999999999,creg2a,0,-2374.9706400335904,,11,-4,14,6,7,7,-6,
62,63,1,0.3599999999999999,creg1a,6,-816.4858293546217,,6,-4,14,6,7,7,-6,
63,64,1,0.3599999999999999,creg4b,6,-813.8762668566885,,6,-4,14,6,7,6,-6,
64,65,1,0.3599999999999999,creg1a,3,-764.9225501118569,,3,-4,14,6,7,6,-6,
65,66,1,0.3599999999999999,creg4a,-1,-376.8625736152424,,3,-4,14,6,-1,6,-6,
66,67,1,0.3599999999999999,creg4a,3,-375.0963123187246,,3,-4,14,6,3,6,-6,
67,68,1,0.3599999999999999,creg1a,-16,-2739.615966592026,,-16,-4,14,6,3,6,-6,
68,69,1,0.3599999999999999,creg4b,-10,-2736.8342408984354,,-16,-4,14,6,3,-10,-6,
69,70,1,0.3599999999999999,creg4c,15,-2380.9014272013987,,-16,-4,14,6,3,-10,15,
70,71,1,0.3599999999999999,creg2a,-3,-2370.4053303136848,,-16,-3,14,6,3,-10,15,
71,72,1,0.3599999999999999,creg1a,-16,-2370.405329956676,,-16,-3,14,6,3,-10,15,
72,73,1,0.3599999999999999,creg1a,0,-2370.4053299564152,,-16,-3,14,6,3,-10,15,
73,74,1,0.3599999999999999,creg1a,2,-692.5231905029129,,2,-3,14,6,3,-10,15,
74,75,1,0.3599999999999999,creg4c,15,-683.5219138632725,,2,-3,14,6,3,-10,15,
75,76,1,0.3599999999999999,creg4c,15,-683.5219121173417,,2,-3,14,6,3,-10,15,
76,77,1,0.3599999999999999,creg3c,10,-735.5312476812917,,2,-3,14,10,3,-10,15,
77,78,1,0.3599999999999999,creg1a,-6,-866.6078179856822,,-6,-3,14,10,3,-10,15,
78,79,1,0.3599999999999999,creg4b,-12,-863.4604166730088,,-6,-3,14,10,3,-12,15,
79,80,1,0.3599999999999999,creg4b,7,-673.2991781754829,,-6,-3,14,10,3,7,15,
80,81,1,0.3599999999999999,creg4b,-8,-880.2621301384639,,-6,-3,14,10,3,-8,15,
81,82,1,0.3599999999999999,creg3a,9,-875.2486585471031,,-6,-3,9,10,3,-8,15,
82,83,1,0.3599999999999999,creg2a,7,-837.7909883262005,,-6,7,9,10,3,-8,15,
83,84,1,0.3599999999999999,creg4a,13,-748.3983235666192,,-6,7,9,10,13,-8,15,
84,85,1,0.3599999999999999,creg4b,2,-499.05667467049983,,-6,7,9,10,13,2,15,
85,86,1,0.3599999999999999,creg3a,15,-497.07284178779247,,-6,7,15,10,13,2,15,
86,87,1,0.3599999999999999,creg2a,-14,-544.4796230678871,,-6,-14,15,10,13,2,15,
87,88,1,0.3599999999999999,creg3c,-3,-590.4726762463955,,-6,-14,15,-3,13,2,15,
88,89,1,0.3599999999999999,creg4a,-10,-1133.766387025007,,-6,-14,15,-3,-10,2,15,
89,90,1,0.3599999999999999,creg4b,-16,-1329.9350901906453,,-6,-14,15,-3,-10,-16,15,
90,91,1,0.3599999999999999,creg2a,-7,-1324.4644474884449,,-6,-7,15,-3,-10,-16,15,
91,92,1,0.3599999999999999,creg1a,15,-2044.8742961634678,,15,-7,15,-3,-10,-16,15,
92,93,1,0.3599999999999999,creg2a,-13,-2037.3513145083643,,15,-13,15,-3,-10,-16,15,
93,94,1,0.3599999999999999,creg1a,12,-1985.253906611959,,12,-13,15,-3,-10,-16,15,
94,95,1,0.3599999999999999,creg1a,12,-1983.7540586816283,,12,-13,15,-3,-10,-16,15,
95,96,1,0.3599999999999999,creg4c,16,-1983.899631936027,,12,-13,15,-3,-10,-16,16,
96,97,1,0.3599999999999999,creg1a,0,-1983.8996591771358,,12,-13,15,-3,-10,-16,16,
97,98,1,0.3599999999999999,creg4b,-3,-2301.1280910815512,,12,-13,15,-3,-10,-3,16,
98,99,1,0.3599999999999999,creg4c,15,-2294.492734112028,,12,-13,15,-3,-10,-3,15,
99,100,1,0.3599999999999999,creg3c,14,-2353.0464545495142,,12,-13,15,14,-10,-3,15,
100,101,1,0.3599999999999999,creg4c,12,-2345.6562278129413,,12,-13,15,14,-10,-3,12,
101,102,1,0.3599999999999999,creg4c,6,-2346.4453446370485,,12,-13,15,14,-10,-3,6,
102,103,1,0.3599999999999999,creg3a,-4,-2312.843040536227,,12,-13,-4,14,-10,-3,6,
103,104,1,0.3599999999999999,creg4b,-5,-2014.1635941801321,,12,-13,-4,14,-10,-5,6,
104,105,1,0.3599999999999999,creg4b,-3,-2304.3431217137418,,12,-13,-4,14,-10,-3,6,
105,106,1,0.3599999999999999,creg4a,-13,-2304.704839341509,,12,-13,-4,14,-13,-3,6,
106,107,1,0.3599999999999999,creg1a,12,-2303.205034504797,,12,-13,-4,14,-13,-3,6,
107,108,1,0.3599999999999999,creg2a,15,-2357.344522854197,,12,15,-4,14,-13,-3,6,
108,109,1,0.3599999999999999,creg2a,11,-2345.3214421659145,,12,11,-4,14,-13,-3,6,
109,110,1,0.3599999999999999,creg3a,-5,-2343.318738149528,,12,11,-5,14,-13,-3,6,
110,111,1,0.3599999999999999,creg3c,-13,-2306.768199808109,,12,11,-5,-13,-13,-3,6,
111,112,1,0.3599999999999999,creg1a,10,-1763.8826064073523,,10,11,-5,-13,-13,-3,6,
112,113,1,0.3599999999999999,creg1a,-6,-1058.995842291282,,-6,11,-5,-13,-13,-3,6,
113,114,1,0.3599999999999999,creg4b,12,-869.5570104092819,,-6,11,-5,-13,-13,12,6,
114,115,1,0.3599999999999999,creg4c,5,-861.9978254413245,,-6,11,-5,-13,-13,12,5,
115,116,1,0.3599999999999999,creg4b,-16,-1003.9001090387097,,-6,11,-5,-13,-13,-16,5,
116,117,1,0.3599999999999999,creg4b,4,-811.3886972682358,,-6,11,-5,-13,-13,4,5,
117,118,1,0.3599999999999999,creg1a,-2,-503.8353936074213,,-2,11,-5,-13,-13,4,5,
118,119,1,0.3599999999999999,creg4a,-8,-504.8520697786125,,-2,11,-5,-13,-8,4,5,
119,120,1,0.3599999999999999,creg3a,13,-511.40610797187526,,-2,11,13,-13,-8,4,5,
120,121,1,0.3599999999999999,creg3a,-7,-512.3406905247984,,-2,11,-7,-13,-8,4,5,
121,122,1,0.3599999999999999,creg3a,-15,-506.29696982578383,,-2,11,-15,-13,-8,4,5,
122,123,1,0.3599999999999999,creg1a,-5,-503.465926357712,,-5,11,-15,-13,-8,4,5,
123,124,1,0.3599999999999999,creg4a,9,-121.75627610930252,,-5,11,-15,-13,9,4,5,
124,125,1,0.3599999999999999,creg3a,7,-84.35616782444056,,-5,11,7,-13,9,4,5,
125,126,1,0.3599999999999999,creg1a,-9,-1634.9138537024376,,-9,11,7,-13,9,4,5,
126,127,1,0.3599999999999999,creg4a,-12,-2031.4586807424764,,-9,11,7,-13,-12,4,5,
127,128,1,0.3599999999999999,creg4a,-15,-2022.1816065701623,,-9,11,7,-13,-15,4,5,
128,129,1,0.3599999999999999,creg2a,-5,-2068.615231078071,,-9,-5,7,-13,-15,4,5,
129,130,1,0.3599999999999999,creg4b,14,-2066.348497371246,,-9,-5,7,-13,-15,14,5,
130,131,1,0.3599999999999999,creg4a,-1,-2069.794585079376,,-9,-5,7,-13,-1,14,5,
131,132,1,0.3599999999999999,creg2a,-13,-2066.7573152351874,,-9,-13,7,-13,-1,14,5,
132,133,1,0.3599999999999999,creg4a,6,-1676.8867304299133,,-9,-13,7,-13,6,14,5,
133,134,1,0.3599999999999999,creg4c,1,-2025.2020607405764,,-9,-13,7,-13,6,14,1,
134,135,1,0.3599999999999999,creg3a,-13,-2073.100961465916,,-9,-13,-13,-13,6,14,1,
135,136,1,0.3599999999999999,creg4c,3,-1714.2025920210713,,-9,-13,-13,-13,6,14,3,
136,137,1,0.3599999999999999,creg4c,-8,-2028.0154940233213,,-9,-13,-13,-13,6,14,-8,
137,138,1,0.3599999999999999,creg2a,-13,-2022.5155060044053,,-9,-13,-13,-13,6,14,-8,
138,139,1,0.3599999999999999,creg2a,13,-1985.6410552891343,,-9,13,-13,-13,6,14,-8,
139,140,1,0.3599999999999999,creg3c,-7,-1975.6601070682423,,-9,13,-13,-7,6,14,-8,
140,141,1,0.3599999999999999,creg1a,0,-1972.6600735545026,,-9,13,-13,-7,6,14,-8,
141,142,1,0.3599999999999999,creg4c,14,-1684.8926459337395,,-9,13,-13,-7,6,14,14,
142,143,1,0.3599999999999999,creg3c,-11,-1675.8799026771833,,-9,13,-13,-11,6,14,14,
143,144,1,0.3599999999999999,creg4b,-10,-1994.1338741070028,,-9,13,-13,-11,6,-10,14,
144,145,1,0.3599999999999999,creg4b,15,-1686.463015295408,,-9,13,-13,-11,6,15,14,
145,146,1,0.3599999999999999,creg4a,3,-1895.3115639459706,,-9,13,-13,-11,3,15,14,
146,147,1,0.3599999999999999,creg2a,10,-1895.298563504772,,-9,10,-13,-11,3,15,14,
147,148,1,0.3599999999999999,creg1a,9,-2075.6206566312535,,9,10,-13,-11,3,15,14,
148,149,1,0.3599999999999999,creg2a,-16,-2079.4991470364184,,9,-16,-13,-11,3,15,14,
149,150,1,0.3599999999999999,creg4a,-3,-1709.00431829378,,9,-16,-13,-11,-3,15,14,
150,151,1,0.3599999999999999,creg4c,10,-1677.5563487998375,,9,-16,-13,-11,-3,15,10,
151,152,1,0.3599999999999999,creg3c,-1,-1680.555229970599,,9,-16,-13,-1,-3,15,10,
152,153,1,0.3599999999999999,creg2a,-14,-1636.564298772922,,9,-14,-13,-1,-3,15,10,
153,154,1,0.3599999999999999,creg2a,-9,-1638.0851889041699,,9,-9,-13,-1,-3,15,10,
154,155,1,0.3599999999999999,creg4a,-5,-1646.4892775937192,,9,-9,-13,-1,-5,15,10,
155,156,1,0.3599999999999999,creg2a,10,-1695.0844971817585,,9,10,-13,-1,-5,15,10,
156,157,1,0.3599999999999999,creg3c,0,-1685.584337507921,,9,10,-13,-1,-5,15,10,
157,158,1,0.3599999999999999,creg3c,8,-1730.1066081980862,,9,10,-13,8,-5,15,10,
158,159,1,0.3599999999999999,creg1a,-10,-2021.985158165923,,-10,10,-13,8,-5,15,10,
159,160,1,0.3599999999999999,creg2a,14,-2014.5023901794684,,-10,14,-13,8,-5,15,10,
160,161,1,0.3599999999999999,creg3a,-4,-2017.048391430088,,-10,14,-4,8,-5,15,10,
161,162,1,0.3599999999999999,creg4a,8,-1630.265637333477,,-10,14,-4,8,8,15,10,
162,163,1,0.3599999999999999,creg3a,8,-1589.8230406381606,,-10,14,8,8,8,15,10,
163,164,1,0.3599999999999999,creg2a,-4,-1632.7396106457857,,-10,-4,8,8,8,15,10,
164,165,1,0.3599999999999999,creg1a,9,-2086.3667131702337,,9,-4,8,8,8,15,10,
165,166,1,0.3599999999999999,creg4a,7,-2076.728657787592,,9,-4,8,8,7,15,10,
166,167,1,0.3599999999999999,creg4c,15,-2099.7817624206673,,9,-4,8,8,7,15,15,
167,168,1,0.3599999999999999,creg2a,2,-2140.3097767079375,,9,2,8,8,7,15,15,
168,169,1,0.3599999999999999,creg1a,15,-2782.2421161351563,,15,2,8,8,7,15,15,
169,170,1,0.3599999999999999,creg4b,-1,-2785.350120598487,,15,2,8,8,7,-1,15,
170,171,1,0.3599999999999999,creg1a,2,-710.7533250010931,,2,2,8,8,7,-1,15,
171,172,1,0.3599999999999999,creg3c,11,-705.7634097853094,,2,2,8,11,7,-1,15,
172,173,1,0.3599999999999999,creg4a,10,-866.1377001662732,,2,2,8,11,10,-1,15,
173,174,1,0.3599999999999999,creg3a,-9,-873.0905518422611,,2,2,-9,11,10,-1,15,
174,175,1,0.3599999999999999,creg4b,2,-866.278893753829,,2,2,-9,11,10,2,15,
175,176,1,0.3599999999999999,creg4c,-12,-876.4992316017774,,2,2,-9,11,10,2,-12,
176,177,1,0.3599999999999999,creg4a,-15,-873.4173732851433,,2,2,-9,11,-15,2,-12,
177,178,1,0.3599999999999999,creg4a,5,-482.4443931809016,,2,2,-9,11,5,2,-12,
178,179,1,0.3599999999999999,creg4a,-15,-870.9173684607031,,2,2,-9,11,-15,2,-12,
179,180,1,0.3599999999999999,creg4b,13,-1177.623178406378,,2,2,-9,11,-15,13,-12,
180,181,1,0.3599999999999999,creg1a,0,-1172.123162550412,,2,2,-9,11,-15,13,-12,
181,182,1,0.3599999999999999,creg3c,2,-1126.6129295821759,,2,2,-9,2,-15,13,-12,
182,183,1,0.3599999999999999,creg1a,-10,-2465.8797304315754,,-10,2,-9,2,-15,13,-12,
183,184,1,0.3599999999999999,creg2a,-7,-2464.337629334011,,-10,-7,-9,2,-15,13,-12,
184,185,1,0.3599999999999999,creg4c,-2,-2465.515639781717,,-10,-7,-9,2,-15,13,-2,
185,186,1,0.3599999999999999,creg4b,0,-2460.515645345318,,-10,-7,-9,2,-15,13,-2,
186,187,1,0.3599999999999999,creg3a,10,-2430.100532527786,,-10,-7,10,2,-15,13,-2,
187,188,1,0.3599999999999999,creg3a,10,-2420.6005685063415,,-10,-7,10,2,-15,13,-2,
188,189,1,0.3599999999999999,creg4a,9,-2044.9583796173392,,-10,-7,10,2,9,13,-2,
189,190,1,0.3599999999999999,creg4c,1,-2034.6645218542276,,-10,-7,10,2,9,13,1,
190,191,1,0.3599999999999999,creg4b,-1,-2349.1343952769234,,-10,-7,10,2,9,-1,1,
191,192,1,0.3599999999999999,creg4c,12,-1988.2470855051808,,-10,-7,10,2,9,-1,12,
192,193,1,0.3599999999999999,creg3a,6,-1984.7365908904799,,-10,-7,6,2,9,-1,12,
193,194,1,0.3599999999999999,creg3c,10,-1936.7417418003095,,-10,-7,6,10,9,-1,12,
194,195,1,0.3599999999999999,creg3a,-9,-1980.1676649654282,,-10,-7,-9,10,9,-1,12,
195,196,1,0.3599999999999999,creg3a,9,-1941.7496977813205,,-10,-7,9,10,9,-1,12,
196,197,1,0.3599999999999999,creg2a,-2,-1935.2725438117582,,-10,-2,9,10,9,-1,12,
197,198,1,0.3599999999999999,creg3a,-11,-1982.68039946293,,-10,-2,-11,10,9,-1,12,
198,199,1,0.3599999999999999,creg3a,6,-1941.2646464503316,,-10,-2,6,10,9,-1,12,
199,200,1,0.3599999999999999,creg4c,-8,-2301.4955338636796,,-10,-2,6,10,9,-1,-8,
200,201,1,0.3599999999999999,creg3c,10,-2291.4953620961874,,-10,-2,6,10,9,-1,-8,
201,202,1,0.3599999999999999,creg3c,-7,-2349.958072101949,,-10,-2,6,-7,9,-1,-8,
202,203,1,0.3599999999999999,creg3a,-15,-2391.8499124275163,,-10,-2,-15,-7,9,-1,-8,
203,204,1,0.3599999999999999,creg2a,16,-2350.430518546248,,-10,16,-15,-7,9,-1,-8,
204,205,1,0.3599999999999999,creg4a,10,-2341.4926787123272,,-10,16,-15,-7,10,-1,-8,
205,206,1,0.3599999999999999,creg4a,-7,-2738.3150319719366,,-10,16,-15,-7,-7,-1,-8,
206,207,1,0.3599999999999999,creg3c,4,-2685.3515499357345,,-10,16,-15,4,-7,-1,-8,
207,208,1,0.3599999999999999,creg3a,-16,-2679.8467912733854,,-10,16,-16,4,-7,-1,-8,
208,209,1,0.3599999999999999,creg4b,14,-2378.559397373659,,-10,16,-16,4,-7,14,-8,
209,210,1,0.3599999999999999,creg2a,-8,-2422.95079071494,,-10,-8,-16,4,-7,14,-8,
210,211,1,0.3599999999999999,creg1a,14,-1956.768424596596,,14,-8,-16,4,-7,14,-8,
211,212,1,0.3599999999999999,creg1a,-1,-1170.3238822357405,,-1,-8,-16,4,-7,14,-8,
212,213,1,0.3599999999999999,creg4a,-11,-1164.3566662755472,,-1,-8,-16,4,-11,14,-8,
213,214,1,0.3599999999999999,creg4c,7,-810.656411176759,,-1,-8,-16,4,-11,14,7,
214,215,1,0.3599999999999999,creg3c,-10,-860.1444241819445,,-1,-8,-16,-10,-11,14,7,
215,216,1,0.3599999999999999,creg3a,-2,-820.2147433618344,,-1,-8,-2,-10,-11,14,7,
216,217,1,0.3599999999999999,creg2a,-9,-813.2097039131878,,-1,-9,-2,-10,-11,14,7,
217,218,1,0.3599999999999999,creg3a,-5,-854.7008587427378,,-1,-9,-5,-10,-11,14,7,
218,219,1,0.3599999999999999,creg2a,11,-863.2908273382862,,-1,11,-5,-10,-11,14,7,
219,220,1,0.3599999999999999,creg1a,-8,-1735.594817276584,,-8,11,-5,-10,-11,14,7,
220,221,1,0.3599999999999999,creg4b,-2,-2338.938830490728,,-8,11,-5,-10,-11,-2,7,
221,222,1,0.3599999999999999,creg4a,-1,-2187.0095145236355,,-8,11,-5,-10,-1,-2,7,
222,223,1,0.3599999999999999,creg2a,-16,-2275.392778141907,,-8,-16,-5,-10,-1,-2,7,
223,224,1,0.3599999999999999,creg4a,-15,-2377.453428293562,,-8,-16,-5,-10,-15,-2,7,
224,225,1,0.3599999999999999,creg2a,-12,-2372.4695715792323,,-8,-12,-5,-10,-15,-2,7,
225,226,1,0.3599999999999999,creg3c,-11,-2370.4662657240806,,-8,-12,-5,-11,-15,-2,7,
226,227,1,0.3599999999999999,creg3a,5,-2335.5101938481876,,-8,-12,5,-11,-15,-2,7,
227,228,1,0.3599999999999999,creg3c,11,-2291.551570581621,,-8,-12,5,11,-15,-2,7,
228,229,1,0.3599999999999999,creg3c,-6,-2339.0269588510855,,-8,-12,5,-6,-15,-2,7,
229,230,1,0.3599999999999999,creg4c,-3,-2594.834924207261,,-8,-12,5,-6,-15,-2,-3,
230,231,1,0.3599999999999999,creg4a,2,-2170.1977765551114,,-8,-12,5,-6,2,-2,-3,
231,232,1,0.3599999999999999,creg4a,3,-2061.7589328884383,,-8,-12,5,-6,3,-2,-3,
232,233,1,0.3599999999999999,creg3a,-6,-2107.20587532251,,-8,-12,-6,-6,3,-2,-3,
233,234,1,0.3599999999999999,creg3c,-4,-2102.7130418912925,,-8,-12,-6,-4,3,-2,-3,
234,235,1,0.3599999999999999,creg4b,-11,-2145.478799841609,,-8,-12,-6,-4,3,-11,-3,
235,236,1,0.3599999999999999,creg4a,-5,-2624.090173589156,,-8,-12,-6,-4,-5,-11,-3,
236,237,1,0.3599999999999999,creg3c,-13,-2624.558331857307,,-8,-12,-6,-13,-5,-11,-3,
237,238,1,0.3599999999999999,creg3a,-2,-2622.0791120404,,-8,-12,-2,-13,-5,-11,-3,
238,239,1,0.3599999999999999,creg3a,-12,-2635.0283511301304,,-8,-12,-12,-13,-5,-11,-3,
239,240,1,0.3599999999999999,creg3c,-4,-2634.560264598714,,-8,-12,-12,-4,-5,-11,-3,
240,241,1,0.3599999999999999,creg4c,11,-2377.9871100745354,,-8,-12,-12,-4,-5,-11,11,
241,242,1,0.3599999999999999,creg2a,-1,-2376.534063326816,,-8,-1,-12,-4,-5,-11,11,
242,243,1,0.3599999999999999,creg4a,-16,-2375.4666664767988,,-8,-1,-12,-4,-16,-11,11,
243,244,1,0.3599999999999999,creg4a,16,-1988.7402804573921,,-8,-1,-12,-4,16,-11,11,
244,245,1,0.3599999999999999,creg3a,-12,-1972.7402295587299,,-8,-1,-12,-4,16,-11,11,
245,246,1,0.3599999999999999,creg2a,11,-1938.7883454099906,,-8,11,-12,-4,16,-11,11,
246,247,1,0.3599999999999999,creg4a,14,-1933.6351756715708,,-8,11,-12,-4,14,-11,11,
247,248,1,0.3599999999999999,creg3a,10,-1903.727994778835,,-8,11,10,-4,14,-11,11,
248,249,1,0.3599999999999999,creg3c,14,-1851.7477823851427,,-8,11,10,14,14,-11,11,
249,250,1,0.3599999999999999,creg3a,-6,-1890.685280459107,,-8,11,-6,14,14,-11,11,
250,251,1,0.3599999999999999,creg4a,1,-2218.3100233277564,,-8,11,-6,14,1,-11,11,
251,252,1,0.3599999999999999,creg4c,14,-2203.5071557819765,,-8,11,-6,14,1,-11,14,
252,253,1,0.3599999999999999,creg1a,15,-2437.071219781789,,15,11,-6,14,1,-11,14,
253,254,1,0.3599999999999999,creg1a,5,-478.54621589207596,,5,11,-6,14,1,-11,14,
254,255,1,0.3599999999999999,creg2a,7,-475.5270663714619,,5,7,-6,14,1,-11,14,
255,256,1,0.3599999999999999,creg4b,-11,-473.527056051171,,5,7,-6,14,1,-11,14,
256,257,1,0.3599999999999999,creg3a,-15,-517.9932965365891,,5,7,-15,14,1,-11,14,
257,258,1,0.3599999999999999,creg4c,-5,-161.31643605030342,,5,7,-15,14,1,-11,-5,
258,259,1,0.3599999999999999,creg4c,-8,-153.1782969989739,,5,7,-15,14,1,-11,-8,
259,260,1,0.3599999999999999,creg4b,-1,-157.33901135170424,,5,7,-15,14,1,-1,-8,
260,261,1,0.3599999999999999,creg4b,5,-465.89539574291297,,5,7,-15,14,1,5,-8,
261,262,1,0.3599999999999999,creg2a,5,-463.8843080544198,,5,5,-15,14,1,5,-8,
262,263,1,0.3599999999999999,creg4c,1,-467.7972448143716,,5,5,-15,14,1,5,1,
263,264,1,0.3599999999999999,creg3a,12,-476.9060439558556,,5,5,12,14,1,5,1,
264,265,1,0.3599999999999999,creg4a,12,-860.2131603637013,,5,5,12,14,12,5,1,
265,266,1,0.3599999999999999,creg3c,5,-859.1839668310572,,5,5,12,5,12,5,1,
266,267,1,0.3599999999999999,creg4a,-10,-473.86640909093956,,5,5,12,5,-10,5,1,
267,268,1,0.3599999999999999,creg1a,2,-623.992541480892,,2,5,12,5,-10,5,1,
268,269,1,0.3599999999999999,creg4b,1,-454.1680698833114,,2,5,12,5,-10,1,1,
